term_id,query,candidate_count,positive_count,relevant_item_ids,evaluation_eligibility
TERM_899ff392,note oje,44,12,"['ITEM_13aba1cb73d3', 'ITEM_209c3d6a2aed', 'ITEM_2975d6b7997d', 'ITEM_3d579be2d0bd', 'ITEM_88b9b827b3db', 'ITEM_8f196f298adf', 'ITEM_8fe4b9174a00', 'ITEM_c197eacf5102', 'ITEM_d8ae1ec0e9aa', 'ITEM_dac3f4531d7c', 'ITEM_e0da9176fd44', 'ITEM_ea86307f162b']",True
TERM_89bfd6f0,jumbo çatal kaşık,73,19,"['ITEM_000219bab7df', 'ITEM_0527b50e666f', 'ITEM_0e703cec5ed2', 'ITEM_2c704a545e91', 'ITEM_5d10b1cab71d', 'ITEM_673486cbfa2f', 'ITEM_75737faef849', 'ITEM_787a49bb21b9', 'ITEM_7b593e2da8b3', 'ITEM_9879ea16b58c', 'ITEM_9b02c89c9c66', 'ITEM_9bd9b5161f18', 'ITEM_a11fb1564c56', 'ITEM_a936da8e5903', 'ITEM_ca93631de259', 'ITEM_e653493f6c1f', 'ITEM_ee8acfd2478d', 'ITEM_f333d026778c', 'ITEM_f88ccff81c8f']",True
TERM_89fcbc61,kız çocuk crop takım,26,8,"['ITEM_0374d791c0ec', 'ITEM_0afc02ce6546', 'ITEM_199f03a7a4db', 'ITEM_58398f108595', 'ITEM_cf6d5bc0e956', 'ITEM_e578ba5c442e', 'ITEM_ea64723b738d', 'ITEM_f444306f7e8b']",True
TERM_8a3b88a9,balon jean,61,13,"['ITEM_02cbee3619cf', 'ITEM_1ea7dea145ca', 'ITEM_3c28fb71da83', 'ITEM_43364d2016e2', 'ITEM_5f3f37576b2c', 'ITEM_77881cd92eba', 'ITEM_81695818af4b', 'ITEM_842d052524a6', 'ITEM_91947596d090', 'ITEM_c3134fb4d753', 'ITEM_e2f7a32c1994', 'ITEM_e831c410885f', 'ITEM_f06f922115fb']",True
TERM_8a53772e,ayolis,7,2,"['ITEM_49df8ea299dc', 'ITEM_56fa4203a4cb']",True
TERM_8ad08231,ipad taşıma çantası,7,2,"['ITEM_5d33a59ca686', 'ITEM_7a3b0eece867']",True
TERM_8b06ee0d,promalt,3,0,[],False
TERM_8b4bbdd8,gold pilli aplik,66,17,"['ITEM_134c950a3dd8', 'ITEM_2e7a883cc9df', 'ITEM_57b2e2a297e2', 'ITEM_617c161b0638', 'ITEM_64431c7b7353', 'ITEM_64d284e3d4ed', 'ITEM_6b7cc218ef82', 'ITEM_710fd45ba583', 'ITEM_7325319a264c', 'ITEM_74283fcac038', 'ITEM_8a2706e0b578', 'ITEM_97bb823e79f0', 'ITEM_a8039e62dfda', 'ITEM_cab8f77380a6', 'ITEM_d825a7bd3454', 'ITEM_f2efccf534f8', 'ITEM_ff9b42dd85b8']",True
TERM_8c0a0f86,oyuncu laptop,97,27,"['ITEM_2b40c9647b0a', 'ITEM_2f6e35c0337a', 'ITEM_3956091cb0ba', 'ITEM_3a3082a169d6', 'ITEM_3de4ffb8a88a', 'ITEM_463c5e820a1e', 'ITEM_4c307b038f5a', 'ITEM_4e8d20bae018', 'ITEM_519b96b79227', 'ITEM_561a7ca5a083', 'ITEM_5bf4ed2b31ff', 'ITEM_5f1253111ed7', 'ITEM_63ac60eb44a9', 'ITEM_80b7499fd989', 'ITEM_8c955d7183c1', 'ITEM_8d29253bf393', 'ITEM_9449ab88c826', 'ITEM_9a4e774b4238', 'ITEM_ae1125348086', 'ITEM_c0b2cf43f969', 'ITEM_cbe78815e9b8', 'ITEM_cca9c9c95085', 'ITEM_d63c13c4c643', 'ITEM_e4252bdc139c', 'ITEM_e58edfda8c78', 'ITEM_e6857903e6ed', 'ITEM_f25a594a3676']",True
TERM_8c0dec25,yataş çift kişilik yorgan,11,3,"['ITEM_3443963aff06', 'ITEM_69a5849e09a7', 'ITEM_d3106134f3d6']",True
TERM_8c50e505,adidas terrex erkek ayakkabı,24,7,"['ITEM_0ed61725671b', 'ITEM_35209fb23a13', 'ITEM_4edc04d6b53b', 'ITEM_55b75dd2b181', 'ITEM_686f4f3ac691', 'ITEM_a6581d50e0fc', 'ITEM_fe634e95b44b']",True
TERM_8d26c132,kız elbise,93,21,"['ITEM_0cbab31b5d85', 'ITEM_141a36ce2724', 'ITEM_1eabb3f32930', 'ITEM_2a5f2e66ab16', 'ITEM_4f6a0cc686a5', 'ITEM_5582af1eb6f6', 'ITEM_5b76c584e05e', 'ITEM_7dd198130707', 'ITEM_825d40d94dde', 'ITEM_8e19f0369eb6', 'ITEM_8f7dfc52d511', 'ITEM_9a5d44f26714', 'ITEM_b7b95ca8c254', 'ITEM_c12a23a67b3a', 'ITEM_c7bbcfe41a2b', 'ITEM_d9778d969dec', 'ITEM_dddb14f5e926', 'ITEM_e360e8ba6550', 'ITEM_e6bae80067d9', 'ITEM_e7615c2fcd47', 'ITEM_f78af84ab2c0']",True
TERM_8d44d644,kadın kartlık,177,43,"['ITEM_05287b6c3a14', 'ITEM_0d4ead2ec3f9', 'ITEM_14d69d4f3d1b', 'ITEM_1bdd736eaee9', 'ITEM_1f1cf495ad92', 'ITEM_1fdf2ea72c98', 'ITEM_21f798ab27af', 'ITEM_2cd6f8f256fd', 'ITEM_3169f3af26d2', 'ITEM_31795e5484e1', 'ITEM_3d38a6a3a539', 'ITEM_4048baab6a18', 'ITEM_44240cd839ca', 'ITEM_4f8ff5c0419b', 'ITEM_5093c2e317a3', 'ITEM_5445604cd06e', 'ITEM_550a062ec20c', 'ITEM_57a8733b053e', 'ITEM_586b760c341a', 'ITEM_6c8936f0999d', 'ITEM_82433f91a55d', 'ITEM_82c3a8f500e7', 'ITEM_88b8e52aa19c', 'ITEM_890b1f261a71', 'ITEM_894387db339f', 'ITEM_89a03b6b0bd7', 'ITEM_8a96e473daa3', 'ITEM_8dce7f98a7a3', 'ITEM_91975376fd32', 'ITEM_9b1990eb2c28', 'ITEM_a58d9c82b488', 'ITEM_a664398a705d', 'ITEM_acd71807844b', 'ITEM_ad632b26f64d', 'ITEM_b3935ac1cf00', 'ITEM_cad0ca2cf197', 'ITEM_cd23360fad9b', 'ITEM_ceef427473bd', 'ITEM_d029e387fb8e', 'ITEM_ed5ba600651d', 'ITEM_f4f7728caae4', 'ITEM_f733cc82cad8', 'ITEM_f73fa89cf542']",True
TERM_8d51d313,matkap,243,57,"['ITEM_064f836a5e04', 'ITEM_0af6f7f2e219', 'ITEM_14308bc8cc1b', 'ITEM_1bfc2889f2a0', 'ITEM_222bb17b0899', 'ITEM_232eaed07366', 'ITEM_2465c4dffc5f', 'ITEM_25ed8ea6d276', 'ITEM_2f76038a0b0a', 'ITEM_3437f709e3ec', 'ITEM_45fb8ef55a49', 'ITEM_46739ac089d0', 'ITEM_4b32b4b9e4cc', 'ITEM_4b53cf9d1051', 'ITEM_4f9e570c9770', 'ITEM_5313747245ac', 'ITEM_5b6c2ddc7841', 'ITEM_5bb68b1e53ec', 'ITEM_5f2006828e0e', 'ITEM_6fa6c7cb2da2', 'ITEM_75db20ba09bc', 'ITEM_7bf921838065', 'ITEM_7e3fab15e6fa', 'ITEM_8227e5e9d8d3', 'ITEM_826442573c15', 'ITEM_842352be272a', 'ITEM_846ef235e28e', 'ITEM_8805280116de', 'ITEM_88ce07bae7d0', 'ITEM_89fc9c4e2bdb', 'ITEM_8a17ca556f96', 'ITEM_8c97c3eedf9b', 'ITEM_957ebf7ed74f', 'ITEM_95f5267c54f0', 'ITEM_9ba93055b7f2', 'ITEM_a94bb1ad5b3d', 'ITEM_a953f861a7ae', 'ITEM_a985219379db', 'ITEM_b5f3c93898a1', 'ITEM_b9b8d64bb93c', 'ITEM_bdde7942b646', 'ITEM_be338bd67af9', 'ITEM_bfa4bc5555a9', 'ITEM_c117fd032cee', 'ITEM_c6a0dddd423e', 'ITEM_c6c69ffec9bf', 'ITEM_cb5e524cb7ed', 'ITEM_cceb4cefcad3', 'ITEM_ce1a158f5540', 'ITEM_d183de88e99f', 'ITEM_f02813d8b884', 'ITEM_f4dbfe8437bd', 'ITEM_f5575f6b0c03', 'ITEM_f5d642a62dcf', 'ITEM_f94360b9d447', 'ITEM_f97e0fa8e93b', 'ITEM_fe5b17c2a445']",True
TERM_8d6ca9e7,mengene,67,13,"['ITEM_0517da576a63', 'ITEM_3027b05c396b', 'ITEM_3c634d233e39', 'ITEM_3ebcb7b1dd9a', 'ITEM_58e84aadfefb', 'ITEM_6fb9967ccf94', 'ITEM_7d818a50cb90', 'ITEM_8132d9fe2033', 'ITEM_869470bf45fa', 'ITEM_b62c853f92ca', 'ITEM_c166c7853fdd', 'ITEM_c328231b05ea', 'ITEM_d5e7ee66617a']",True
TERM_8d96ae71,diş ipi,78,21,"['ITEM_00bc459abb4e', 'ITEM_13c5c5a1b20a', 'ITEM_165abd3ba4ea', 'ITEM_19c7b0bf0b88', 'ITEM_268f6c1c5b7c', 'ITEM_4808a29b0a9c', 'ITEM_57524c91ceb8', 'ITEM_623c6433ff6e', 'ITEM_691ffa2a6171', 'ITEM_7ff6f7e9074e', 'ITEM_820e34f449d4', 'ITEM_951b295c1b31', 'ITEM_95fde5903a5d', 'ITEM_bac1e6f14d28', 'ITEM_d327bf55765c', 'ITEM_d4a91b7dc3e0', 'ITEM_d7666893ffd6', 'ITEM_dd0f88780ed4', 'ITEM_ea77eca55a56', 'ITEM_edb6028faa47', 'ITEM_f71286d64752']",True
TERM_8df6b02e,arındırıcı,54,14,"['ITEM_14691ef08372', 'ITEM_1c33abb4b906', 'ITEM_2040ac8c3ee7', 'ITEM_204b1bd1b1c8', 'ITEM_39f01eda142e', 'ITEM_4d795866020d', 'ITEM_5f4fcf5919a7', 'ITEM_7f65e0d36f3b', 'ITEM_8c7d26ed4829', 'ITEM_93a3a5ce3546', 'ITEM_93e2ad89a8b1', 'ITEM_b759e0275adc', 'ITEM_c3f1368b1d3c', 'ITEM_f014afa159ce']",True
TERM_8e425551,hikaye kitabı,85,20,"['ITEM_06ce0c23722d', 'ITEM_19b487c1f0b3', 'ITEM_1da09e896c88', 'ITEM_3e81b5d4882c', 'ITEM_460d263bc616', 'ITEM_4e2341d7c014', 'ITEM_4e2d3c1ce3b3', 'ITEM_595acfbf7966', 'ITEM_65df0f237f6b', 'ITEM_701b01a6b314', 'ITEM_84888e86d97d', 'ITEM_8e7c7f1e62dc', 'ITEM_965af3b55fb1', 'ITEM_9d86004929bf', 'ITEM_9f09f1c0718a', 'ITEM_aefe282f4ea2', 'ITEM_b208c9e4d592', 'ITEM_b283e25a00c2', 'ITEM_da8d3c3a1ee7', 'ITEM_fca5899ead2c']",True
TERM_8e7dd0cb,serenay kolye,80,20,"['ITEM_03a8d4cc94ad', 'ITEM_05c481ac34be', 'ITEM_0f0528349ea4', 'ITEM_208d715fa90f', 'ITEM_30a222cd0afc', 'ITEM_3172c6fd5de3', 'ITEM_4a9ee69b8dc8', 'ITEM_580f2a99e0b5', 'ITEM_69bbd02f6ee5', 'ITEM_6c6632644ce3', 'ITEM_705f8bf7c78f', 'ITEM_784b913212a2', 'ITEM_947e62938988', 'ITEM_9e2e26fc9e4c', 'ITEM_ac51e040d5bd', 'ITEM_b968126c1242', 'ITEM_bce6b03bb207', 'ITEM_ccefa8fbeeb1', 'ITEM_da98eb702245', 'ITEM_e92033545256']",True
TERM_8f33f251,gözlük burun pedi,18,4,"['ITEM_2e3fe1797820', 'ITEM_317894e60b84', 'ITEM_6815fbab68fa', 'ITEM_6f1bd47d4323']",True
TERM_8f505682,motosiklet ayakkabı & bot,189,34,"['ITEM_0e286fd24da0', 'ITEM_2132644260e3', 'ITEM_24d64bfa5eda', 'ITEM_24dcc67be1c1', 'ITEM_25dfbafb5dbb', 'ITEM_28fbab883d8e', 'ITEM_36ac1a50f560', 'ITEM_4659ae165abb', 'ITEM_4e834aef07d5', 'ITEM_501401cd7db9', 'ITEM_50d9932219ab', 'ITEM_562682d0f3a9', 'ITEM_5a8e12e8e9e5', 'ITEM_5df17052f414', 'ITEM_628c542fa2db', 'ITEM_6cc81c816dc7', 'ITEM_81c279310854', 'ITEM_84fabe558b71', 'ITEM_8915679b41e8', 'ITEM_a02d9a5b836c', 'ITEM_a10e0e4e7853', 'ITEM_a5b92ea04dc0', 'ITEM_a9d6708e3deb', 'ITEM_ae4fbdbf8211', 'ITEM_b31ea9cfb53f', 'ITEM_c350e989c752', 'ITEM_c863eb2252d0', 'ITEM_c869832c08a8', 'ITEM_dc649f17626c', 'ITEM_e471cf168f37', 'ITEM_eb72e5d2e922', 'ITEM_ebd71fb4295a', 'ITEM_eec0ddbc319e', 'ITEM_f088e0954252']",True
TERM_901cfb15,bornoz takımı çeyiz,19,5,"['ITEM_050c66e0a8e5', 'ITEM_a9cfe04b796c', 'ITEM_b84857d2832b', 'ITEM_cb36fb021142', 'ITEM_ef3eee954dec']",True
TERM_90828043,kız sevgiliye hediye,41,7,"['ITEM_4dc79a9b5a0c', 'ITEM_5f786e41a961', 'ITEM_95fe543eb838', 'ITEM_a0795f866c03', 'ITEM_b9cdc6bdf11d', 'ITEM_e4d542559135', 'ITEM_f87c8ebd850c']",True
TERM_90ad48a1,pampas yapay çiçek,35,7,"['ITEM_12c980544477', 'ITEM_37d80c414562', 'ITEM_4f60220e8524', 'ITEM_6910f85d1d21', 'ITEM_83e32cb658ed', 'ITEM_8d90b7bcc863', 'ITEM_96eabf5b18e2']",True
TERM_90bff064,kız çocuk keten pantolon,15,4,"['ITEM_06c873d09e30', 'ITEM_88a1fd5aca73', 'ITEM_c84edc8fe15a', 'ITEM_d0453dd11846']",True
TERM_90f23862,çocuk hikaye kitapları,74,18,"['ITEM_02d00ef8686f', 'ITEM_06ce0c23722d', 'ITEM_10785eebfaec', 'ITEM_1c2867e53ae3', 'ITEM_2973e1a47b3f', 'ITEM_342d3a71f765', 'ITEM_4e57a78b5cbb', 'ITEM_55ca7afbf189', 'ITEM_5c85498c9485', 'ITEM_5cbeb8f6e636', 'ITEM_5e19f01f2db1', 'ITEM_6e09414ae6f7', 'ITEM_803364411037', 'ITEM_9f09f1c0718a', 'ITEM_aff3f59674ca', 'ITEM_b283e25a00c2', 'ITEM_bd047484f318', 'ITEM_e29474986e45']",True
TERM_910b49f1,doğum günü balonları,73,17,"['ITEM_0764711924e3', 'ITEM_18fe55b6eb3b', 'ITEM_20569949ab7a', 'ITEM_3d5c1f07825c', 'ITEM_42d70776f9e5', 'ITEM_58ba99b7867c', 'ITEM_5fa0751bdc88', 'ITEM_63f8bad1cde1', 'ITEM_870d5776f5f2', 'ITEM_8c161a084c0e', 'ITEM_921141ec9ae2', 'ITEM_96704eac7203', 'ITEM_c3b5fa2de51c', 'ITEM_c44de98ec338', 'ITEM_d21aefc144df', 'ITEM_df75308c7efe', 'ITEM_f52d9ca5d3ab']",True
TERM_9151cd5a,köpek regl külodu,17,4,"['ITEM_4f4eb28deded', 'ITEM_6a71a55a63e6', 'ITEM_f9bf66820501', 'ITEM_ff3d396f4e70']",True
TERM_915835c9,büyük beden kadın kapitone mont,70,17,"['ITEM_1007ac3869f3', 'ITEM_3338de1ded24', 'ITEM_3cb33381d386', 'ITEM_46115611f2ba', 'ITEM_54a576c0ea24', 'ITEM_5950366dedf5', 'ITEM_5b20d66885c9', 'ITEM_5daf704eb5b2', 'ITEM_80c3cfabd6e7', 'ITEM_8903ef27d8d0', 'ITEM_9773f55cc0db', 'ITEM_c5c3ab3ce018', 'ITEM_dbf231a66132', 'ITEM_dc9984a46854', 'ITEM_f26652cfcad9', 'ITEM_f41143e5350e', 'ITEM_f5f7091db21f']",True
TERM_915a6051,yüksek taban converse,9,2,"['ITEM_65d873ae3185', 'ITEM_c6b5c1558b73']",True
TERM_918a29e0,hello kitty ceket,4,1,['ITEM_624fd9b148e5'],True
TERM_924e7e79,voit koşu bandı,29,8,"['ITEM_063146e7077a', 'ITEM_102b8051e6c8', 'ITEM_4b607e39b15b', 'ITEM_5d863899bf95', 'ITEM_bd219c0b282e', 'ITEM_d85bc97f0bfc', 'ITEM_db8123a706e5', 'ITEM_dea8db5413ad']",True
TERM_92c3bf86,gözenek sıkılaştırıcı tonik,63,16,"['ITEM_03a4d12958d1', 'ITEM_1110c7ab4aca', 'ITEM_2eab3329c7b9', 'ITEM_38474724e9a5', 'ITEM_39330c6f06dc', 'ITEM_45191d96edf1', 'ITEM_674812825962', 'ITEM_6c3b69751001', 'ITEM_79501610b66a', 'ITEM_7dca7501a47e', 'ITEM_ade946c8c208', 'ITEM_b20d8db5144f', 'ITEM_b427740fda42', 'ITEM_b5dc07c31668', 'ITEM_cb2b5956cc0c', 'ITEM_daf03bb6c807']",True
TERM_92f55c63,erkek lacivert pantolon,96,25,"['ITEM_2052d0f90408', 'ITEM_2dcb275adb6f', 'ITEM_32d664729e80', 'ITEM_40ee67dfc43e', 'ITEM_43f6cf7b90a1', 'ITEM_46f6f35282ca', 'ITEM_480515536c0d', 'ITEM_489183570e98', 'ITEM_4cc62309e467', 'ITEM_52c618cf412f', 'ITEM_54f76a90aa7f', 'ITEM_56d69c44b13e', 'ITEM_6c8947141c5d', 'ITEM_7e4c8c930722', 'ITEM_81b5b0dca94b', 'ITEM_8971341f60ea', 'ITEM_aa037a18f3d6', 'ITEM_ac93390f946c', 'ITEM_b55454780bf6', 'ITEM_b8ea5a468f05', 'ITEM_c05c8fcdc394', 'ITEM_c0b3444eb3d5', 'ITEM_ea6963c6a41a', 'ITEM_fa9220b99531', 'ITEM_ffd9b8e972cb']",True
TERM_941d80ef,bella maison çift kişilik nevresim takımları,10,3,"['ITEM_14876aae4f9c', 'ITEM_54db026baf81', 'ITEM_bf300d276a02']",True
TERM_947772e0,işıltılı pantolon,6,2,"['ITEM_02e2a010b969', 'ITEM_cf00073325de']",True
TERM_94aaaf98,emsan tart kalıbı,6,1,['ITEM_9dc92083570a'],True
TERM_94cf88d5,şarjlı abajur,56,13,"['ITEM_0ad86d4de506', 'ITEM_1bf9ee83c7e8', 'ITEM_2994b41671da', 'ITEM_2ab96b728b5d', 'ITEM_2d263e2397a1', 'ITEM_4672f4e1d87c', 'ITEM_5cafc9ed0152', 'ITEM_8aeea970bf2f', 'ITEM_8cec605a61cf', 'ITEM_ad0db6fc896b', 'ITEM_c6f9f60bc23c', 'ITEM_dcd0745ee60c', 'ITEM_e220e585a3d1']",True
TERM_94e0f61d,chiara alessi yemek tabağı,6,1,['ITEM_8b3ea5700dad'],True
TERM_955e57ba,çift taraflı gözleme tavası,19,5,"['ITEM_876f5d424cdd', 'ITEM_ae5a3c5b32c0', 'ITEM_b27d3cc9deba', 'ITEM_e261299a2248', 'ITEM_eff0f884f7be']",True
TERM_9581e486,ahşap mutfak masası,37,11,"['ITEM_024b09e1f9d4', 'ITEM_16c4d6f852f6', 'ITEM_195dcb3a5ac2', 'ITEM_1bc695d9e36e', 'ITEM_32d6282be59e', 'ITEM_7677bf5afcac', 'ITEM_88741f81f0dc', 'ITEM_b7bba204d7f9', 'ITEM_c01ad0330250', 'ITEM_d6ed8a0f6d55', 'ITEM_e0ba2bfa6229']",True
TERM_95ca8b8b,niloya bebek,23,5,"['ITEM_8d04a08a2cd2', 'ITEM_a731670b54d0', 'ITEM_a900088e9916', 'ITEM_b1bd4d98b9a4', 'ITEM_fdf8ee1c0049']",True
TERM_96125a94,dalgıç kumaş eşofman takımı,40,9,"['ITEM_21ae94300dbe', 'ITEM_3d629c2ca152', 'ITEM_57a39ff0efb0', 'ITEM_6cd33229a965', 'ITEM_7c60808750a1', 'ITEM_8f0951a73564', 'ITEM_96220c8492e0', 'ITEM_b24677835de3', 'ITEM_e7fd16a3a2e5']",True
TERM_9625ab25,erişte makinası,35,8,"['ITEM_2d257a82b5b7', 'ITEM_541c747900d3', 'ITEM_5ca831912cf7', 'ITEM_8d37522a60a2', 'ITEM_c062d49f482d', 'ITEM_eee6d53b5767', 'ITEM_f3fd09572e87', 'ITEM_f7d3dbec50ac']",True
TERM_9683b999,garnier tonik,10,2,"['ITEM_0cf86b745d32', 'ITEM_a9620cbd48f7']",True
TERM_96bb37f9,2li banyo paspası,123,31,"['ITEM_16c0894c4ba7', 'ITEM_19c622115766', 'ITEM_1f13e6406ef0', 'ITEM_2e1293d74017', 'ITEM_2fd143271fb2', 'ITEM_307b42627ce1', 'ITEM_330ce21876f5', 'ITEM_35205701a945', 'ITEM_3c764a1312f4', 'ITEM_464113026b76', 'ITEM_47b5fc82dcd0', 'ITEM_57cec367b40c', 'ITEM_607384a204d5', 'ITEM_6214e4d43cce', 'ITEM_663056ffe058', 'ITEM_76c690986b0f', 'ITEM_7a4478f068fc', 'ITEM_7b57610abd1b', 'ITEM_7ee70b69b442', 'ITEM_8fc9f5929bf8', 'ITEM_915d0e638d4f', 'ITEM_960bebd84b9d', 'ITEM_9ed8b331bd92', 'ITEM_a48f27dcc439', 'ITEM_ad54d2ecffb5', 'ITEM_af143d439e0c', 'ITEM_c3c354fd3f39', 'ITEM_e539725fc12c', 'ITEM_f3170d2fbebe', 'ITEM_f4cd23020607', 'ITEM_f9db48a0c851']",True
TERM_976371b2,yarım fermuarlı kadın sweatshirt,74,18,"['ITEM_004b92436103', 'ITEM_04709c707c72', 'ITEM_099a81d82173', 'ITEM_1e9ef10200d1', 'ITEM_38079d56e752', 'ITEM_4f7741d916c8', 'ITEM_6de4ca83ddbd', 'ITEM_7071632b7571', 'ITEM_85107c00696d', 'ITEM_930d0707b1cb', 'ITEM_ace45547c9c4', 'ITEM_ad27ddeb5630', 'ITEM_bae60c73ce06', 'ITEM_c49d84c27a15', 'ITEM_e04f8f6908d4', 'ITEM_e4df0c69dae7', 'ITEM_f6871305fa2c', 'ITEM_f6a0eac4ddeb']",True
TERM_97874146,rota yeniden oluşturuluyor,4,1,['ITEM_9c23ebf31c52'],True
TERM_97b3002d,kova islak mendil,25,6,"['ITEM_01c2d68c4cd4', 'ITEM_152271ee9cf9', 'ITEM_3171dd1af80f', 'ITEM_70366db98bbb', 'ITEM_808e98bc19a9', 'ITEM_f7ec92eeeb39']",True
TERM_97c98231,telefon tamir seti,7,2,"['ITEM_b3ff2fa5a6ed', 'ITEM_fdf551e5a7c4']",True
TERM_9852e7e9,kahvaltılık saklama kabi,197,49,"['ITEM_0027f11caac4', 'ITEM_0277657825ac', 'ITEM_0940c3aa1727', 'ITEM_0aae9b30ac01', 'ITEM_0d8b299f2beb', 'ITEM_11c08fdddc70', 'ITEM_1a55a767fdb3', 'ITEM_1cf32365eb2c', 'ITEM_251f3593bea7', 'ITEM_28e52662f0bd', 'ITEM_2d78514fe05a', 'ITEM_373df4037724', 'ITEM_3b657eb62c41', 'ITEM_3eb489765fe6', 'ITEM_46bb6277f9d2', 'ITEM_5b9b2813d0d8', 'ITEM_68674acc4edf', 'ITEM_68c15ba35ea4', 'ITEM_723d18a77b65', 'ITEM_73b6794857b5', 'ITEM_76cee4bf5479', 'ITEM_7800b200b102', 'ITEM_7a84f95fc612', 'ITEM_7fa5835a347b', 'ITEM_8daf93a2a243', 'ITEM_918399bdeb46', 'ITEM_9333989d6cf1', 'ITEM_93f463a680d3', 'ITEM_972da1f7483e', 'ITEM_98b7c8f040e1', 'ITEM_a3abbb07eb56', 'ITEM_a57f0461fd58', 'ITEM_a74cd465859e', 'ITEM_ab9ac426eb34', 'ITEM_adc672fd0215', 'ITEM_b4c1aa8e2e33', 'ITEM_c8dae77c3717', 'ITEM_c916478341ee', 'ITEM_c93dacea1fce', 'ITEM_ca282065ee7b', 'ITEM_ce4469189443', 'ITEM_d6f03b3fbbc8', 'ITEM_dd2b0aa88af1', 'ITEM_deef02c3e647', 'ITEM_e12d1d22d31f', 'ITEM_e13096e57dcc', 'ITEM_ec12a6f268f8', 'ITEM_f10f0748e156', 'ITEM_f30b7c31df47']",True
TERM_98d9c9aa,erkek siyah takım elbise,74,18,"['ITEM_24678c5d8ced', 'ITEM_262558676e92', 'ITEM_39e430835bb8', 'ITEM_573056aff693', 'ITEM_5ed4b0f264bf', 'ITEM_636cfefed417', 'ITEM_65c117fae8d1', 'ITEM_67c96c4df8f2', 'ITEM_69049a551e96', 'ITEM_6fc3498c11f9', 'ITEM_77386a0ad55a', 'ITEM_87da6f4a06a8', 'ITEM_8feee7028bc4', 'ITEM_b73186c0d15f', 'ITEM_d69a400f881e', 'ITEM_e4245cd969cd', 'ITEM_f3fb95ea47eb', 'ITEM_fe8b0eda4a20']",True
TERM_98eec128,karaca home nevresim takımı,231,56,"['ITEM_070a6c746a13', 'ITEM_099cf99bcddb', 'ITEM_0fc08baf31f7', 'ITEM_10fd0d0d7105', 'ITEM_128a3afcc462', 'ITEM_161b8c72cb28', 'ITEM_211fe6cf3617', 'ITEM_24f8ba6bc804', 'ITEM_25cbf70cedbd', 'ITEM_283e06592579', 'ITEM_307bfb46682a', 'ITEM_3220ec07ac1f', 'ITEM_3c7fcae72498', 'ITEM_4b1d584b5bc0', 'ITEM_4e41a87a7bab', 'ITEM_538b5d0583aa', 'ITEM_542b7561ebd4', 'ITEM_549b950d58d2', 'ITEM_58ab1afb5f8f', 'ITEM_5bd545c54542', 'ITEM_5d986595e303', 'ITEM_5dd0c9afca83', 'ITEM_5f38c3c9b87b', 'ITEM_6195531cecdb', 'ITEM_630d0affa350', 'ITEM_6befc1b08908', 'ITEM_6c5ea02c7148', 'ITEM_73ec8da537dd', 'ITEM_7f113ac8ca6d', 'ITEM_83867cb1b160', 'ITEM_857aa7db23e7', 'ITEM_8740ae995673', 'ITEM_8924e7e737a8', 'ITEM_9283ae51cbc3', 'ITEM_97fac96f2f44', 'ITEM_a33df8655839', 'ITEM_a934ec859e36', 'ITEM_ab934de30eec', 'ITEM_b8a26ee27595', 'ITEM_babd46620f54', 'ITEM_bb5f56b40637', 'ITEM_bfaab4180d1b', 'ITEM_c3a51b78972a', 'ITEM_cf33bc025529', 'ITEM_d27523445123', 'ITEM_d2ded81ab7eb', 'ITEM_d318e8643834', 'ITEM_de6ac847c80a', 'ITEM_dedc9a9f547e', 'ITEM_e08cce589fcc', 'ITEM_e3ce384af702', 'ITEM_e8cd315d4b9c', 'ITEM_eba0aa9d3fa1', 'ITEM_ebeba724d8f8', 'ITEM_f4d90a2dcd00', 'ITEM_fd0907e30d98']",True
TERM_99189b96,korkmaz waffle makinesi,8,2,"['ITEM_cdcd75362008', 'ITEM_e16118e78378']",True
TERM_997788ca,namaz elbisesi yandan bağlamalı,27,8,"['ITEM_09021c6e5dd9', 'ITEM_385b2e48d91a', 'ITEM_5f0ef9c982ee', 'ITEM_7f58134db09e', 'ITEM_827e653d3e5a', 'ITEM_d1f19771e30d', 'ITEM_d34cfe81db04', 'ITEM_f901ea1f73b4']",True
TERM_9a550bed,xuping jewelry çelik kolye,119,28,"['ITEM_042cdac6a812', 'ITEM_10b837b492a8', 'ITEM_18cc26193ef3', 'ITEM_1cf55ac514df', 'ITEM_1fe30c977afe', 'ITEM_264f606e6664', 'ITEM_2d0cfbe7e5f8', 'ITEM_327999ee4d1c', 'ITEM_38d892fdc33a', 'ITEM_3aaaa0b330e5', 'ITEM_542b260cc9db', 'ITEM_703b853fd5de', 'ITEM_7c7cacb8f93a', 'ITEM_7ea3225b4ac8', 'ITEM_89090037bc8c', 'ITEM_9780e0f6ced8', 'ITEM_97cb2476e88c', 'ITEM_9d448f6d313f', 'ITEM_a05ab52b5507', 'ITEM_bbd9df4b8c9c', 'ITEM_c643cae068ab', 'ITEM_cd64c6e6bdbc', 'ITEM_d74675c21add', 'ITEM_e4cb5c3c098c', 'ITEM_efd9610f9800', 'ITEM_f3bd28c63607', 'ITEM_fae41ed94b22', 'ITEM_fd04a92a7f4c']",True
