item_id,title,category,brand,gender,age_group,attributes
ITEM_719f6c8a2c02,oval kristal taşli ampüllü avize,ev & mobilya/mobilya/elektrik & aydınlatma/avize,retro,unknown,unknown,"materyal: metal, model: taşlı, duy tipi: e27, ampül başlık sayısı: 4, renk: metalik, boyut/ebat: 60 x 60, yükseklik: 35 - 50 cm, kullanım alanı: salon / oturma odası, menşei: tr, color detail: metalik"
ITEM_da6d71bb7c86,el kol çanta,aksesuar/çanta/omuz çantası,tuğba,kadın,yetişkin,"materyal: suni deri, deri kalitesi: imitasyon deri, renk: beyaz, materyal bileşeni: yok, ortam: business, yıkama talimatı: hayir, desen: düz, kumaş tipi: belirtilmemiş, sürdürülebilirlik detayı: hayır, kapasite: 3+ l, paket içeriği: 1'li, yaş: tüm yaş grupları, menşei: tr, sezon: ilkbahar / sonbahar, color detail: beyaz"
ITEM_7d81efc9a662,iphone 15 / 16 / 17 serilerine uyumlu sd kart hafıza kart okuyucu type-c sd micro sd kart okuyucu,elektronik/foto & kamera/foto & kamera aksesuarı,mettzchrom,unknown,unknown,"tip: hafıza kartı ve okuyucuları, renk: beyaz, menşei: cn, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: type-c girişli"
ITEM_506086c2091b,bohem kadın: doğal ahşap çerçeveli la femme minimalist sanat duvar tablosu,ev & mobilya/ev/ev dekorasyon/tablo,trendposter,unknown,unknown,"materyal: ahşap, parça sayısı: 1, renk: turuncu, çerçeve tipi: çerçeveli, tema / stil: modern, menşei: tr, color detail: doğal ahşap"
ITEM_cb09244f44f9,erkek çocuk desenli tişört,giyim/üst giyim/t-shirt,toontoy,erkek,çocuk,"desen: desenli, kalıp: slim, yaka tipi: polo yaka, materyal: kumaş, kumaş tipi: örme, kol tipi: kısa kol, renk: çok renkli, paket içeriği: tekli, cep: cepsiz, ürün detayı: düğmeli, kol boyu: kısa, boy: belirtilmemiş, ortam: günlük, baskı/nakış tekniği: nakış, sürdürülebilirlik detayı: hayır, dokuma tipi: tül, siluet: basic, yıkama talimatı: type 1, menşei: tr, kutu durumu: kutu yok, color detail: mint yeşili"
ITEM_72a0d4381e31,adore dikdörtgen gümüş nişan tepsisi,ev & mobilya/ev/sofra & mutfak/sofra/tepsi,cyz home,unknown,unknown,"materyal: cam, renk: gümüş, boyut/ebat: 300 x 1150, parça sayısı: 1, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: gümüş"
ITEM_e0b31ec87882,creator nehir tekne evi 31093,anne & bebek & çocuk/oyuncak/lego & yapı oyuncakları,lego,unknown,çocuk,"seri: lego® creator, parça sayısı: 1 parça, yaş: 6 - 9 yaş, menşei: cz, renk: beyaz"
ITEM_93364eaed16f,iphone 13 pro max kılıf desenli şeffaf silikon kılıf,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/kapak & kılıf,3gen case,unknown,unknown,"materyal: silikon, cep telefonu modeli: iphone 13 pro max, renk: çok renkli, uyumlu marka: apple uyumlu, menşei: tr, color detail: newd5"
ITEM_f6eac48153b0,bambu kapaklı 2' li cam yağdanlık ve sirkelik seti,ev & mobilya/ev/sofra & mutfak/yemek hazırlık/yağdanlık,lora bianca,unknown,unknown,"renk: kahverengi, parça sayısı: 2, menşei: cn, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: kahverengi"
ITEM_b1df44a32c07,fast koşu taytı cz9240-010,giyim/spor giyim/spor tayt,nike,kadın,yetişkin,"boy / ölçü: uzun, dokuma tipi: dalgıç/scuba, siluet: uzun, kumaş tipi: denim, materyal: polyester, renk: siyah, kalıp: slim fit, desen: düz, bel: normal bel, koleksiyon: basic, ek özellik: toparlayıcı, ortam: sportswear, boy: standart, sürdürülebilirlik detayı: hayır, paça tipi: dar paça, yıkama talimatı: type 1, yaş: tüm yaş grupları, menşei: ad, kutu durumu: kutu yok, color detail: siyah"
ITEM_dc774a214dc9,tıanqıu ag5 lr754/393 alkalin 10'lu düğme pil,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/çevre birimleri/güç kaynağı & ups,çavdar,unknown,unknown,"garanti süresi: garantisiz, menşei: tr"
ITEM_94788de38f3e,dekoratif cam bombe sessiz mekanizma duvar saati 36 cm,ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar saati,emores,unknown,unknown,"renk: gri, boyut/ebat: 36 x 36, tema / stil: modern, şekil: oval, materyal: plastik, çalışma tipi: pilli, menşei: tr, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: gri"
ITEM_55f9faa13c08,memory foam %100 pamuk kadife çocuk ilk adım ayakkabı panduf,ayakkabı/ev terliği & botu/panduf,yoyo junior,unisex,çocuk,"ortam: back to school, materyal: pamuklu, renk: lacivert, taban materyali: termoplastik, saya materyali: tekstil, topuk boyu: kısa topuklu (1- 4 cm), iç taban materyali: tekstil, astar materyali: tekstil, bağlama şekli: bantlı, materyal bileşeni: %100 kadife, yıkama talimatı: type 4, topuk tipi: düz topuklu, desen: dokulu, kumaş tipi: dokuma, koleksiyon: basic, ek özellik: ortopedik taban, sürdürülebilirlik detayı: evet, sezon: tüm sezonlar, color detail: lacivert"
ITEM_472d746ca5bd,st21pe128 oxford erkek eşofman altı,giyim/alt giyim/eşofman/eşofman altı,slazenger,erkek,yetişkin,"kumaş özellik: ter tutmayan, kalıp: relaxed, paça tipi: dar paça, paça boyu: uzun, materyal: polyester karışımlı, renk: siyah, bel: normal bel, cep: cepli, desen: düz, ürün detayı: fermuar, ürün tipi: düz, koleksiyon: sportswear, paket içeriği: tekli, boy: standart, ortam: casual/günlük, siluet: slim, kumaş tipi: dokuma, ek özellik: ek özellik mevcut değil, sürdürülebilirlik detayı: hayır, materyal bileşeni: 95% polyester, 5% elastan, yıkama talimatı: type 2, sezon: kış, menşei: tr, kutu durumu: kutu yok, color detail: siyah"
ITEM_4c12d34bdea5,gold corn flakes tam tahıl mısır gevreği 650 gr x 6 adet,süpermarket/gıda & içecek/süt ve kahvaltılık/kahvaltılık gevrek,nestle,unknown,unknown,"aroma: çikolatalı, menşei: tr"
ITEM_1e44751254f5,kahve deri kadın yüksek topuk çizme,ayakkabı/bot & çizme/çizme,elle shoes,kadın,yetişkin,"desen: düz, astar materyali: tekstil, materyal: deri, topuk boyu: yüksek topuklu (10 cm ve üzeri), topuk tipi: kalın topuklu, renk: kahverengi, bağlama şekli: bağcıklı, taban materyali: tpu, saya materyali: tekstil, iç taban materyali: tekstil, sürdürülebilirlik detayı: hayır, persona: feminine, ek özellik: ek özellik mevcut değil, materyal bileşeni: ana malzeme inek derisi astar malzemesi tekstil-inek derisi mostra malzemesi tekstil, yıkama talimatı: type 4, kumaş tipi: belirtilmemiş, koleksiyon: basic, ortam: stylish/night, ürün detayı: ip detaylı, menşei: tr, burun tipi: yuvarlak, kutu durumu: kutulu, sezon: kış, dış materyal: deri, özellik: binici, color detail: kahve"
ITEM_cf23f9adb18f,paraf derece timi 2025 tyt matematik 5+5 gölge deneme,kitap/eğitim/sınav hazırlık,paraf yayınları,unknown,unknown,"boyut: normal boy, sınav tipi: tyt & ayt, basım dili: türkçe, yazar: türkçe, sayfa sayısı: 101-150, setli/tekil: tekil ürün, ders: tüm dersler, menşei: tr, basım yılı: 2024, kitap içeriği: soru bankası"
ITEM_9153d3b2a4e5,"siyah hediyelik toka, kına gecesi nedime bride bekarlığa veda parti nişan düğün sünnet, 10 adet",hobi & eğlence/parti malzemeleri/düğün & kına & nikah,zeymerade,unknown,unknown,"renk: siyah, menşei: tr, color detail: siyahtoka"
ITEM_403c0d252b8f,demir tozu & jant temizleyici 500 ml neon jant & lastik temizleyici 750 ml.,otomobil & motosiklet/otomobil/oto bakım & temizlik/oto bakım seti,smx,unknown,unknown,unknown
ITEM_56eb50c282e9,cg kesik sele + sele demiri ( koltuk portbagaj demiri seti ),otomobil & motosiklet/motosiklet/motosiklet yedek parçalar,monero,unknown,unknown,"yedek parça tipi: grenaj, menşei: tr"
ITEM_ef3b8030eac3,instax mini link mavi akıllı telefon yazıcısı,elektronik/bilgisayar grubu/yazıcı & tarayıcı/yazıcılar/mini yazıcı,fujifilm,unknown,unknown,unknown
ITEM_cb5eeef7c752,m.p. 241-1701 erkek krampon ayakkabi,ayakkabı/spor ayakkabı/krampon,m.p.,erkek,genç,"ortam: sportswear, renk: beyaz, spor branşı: futbol, taban materyali: pvc, topuk boyu: kısa topuklu (1- 4 cm), bağlama şekli: bağcıklı, materyal bileşeni: suni deri, yıkama talimatı: önermiyoruz, topuk tipi: düz topuklu, desen: düz, kumaş tipi: dokuma, koleksiyon: sportswear, ek özellik: desenli, sürdürülebilirlik detayı: evet, color detail: beyaz"
ITEM_9305d4f025ef,çirkin şey reta çapraz omuz elbise,giyim/elbise,çirkinşey,kadın,yetişkin,"kumaş tipi: dokuma, materyal: likra, kol tipi: kolsuz, desen: düz, kalıp: regular, renk: çok renkli, yaka tipi: straplez, kol boyu: kolsuz, cep: cepsiz, astar durumu: astarsız, boy: standart, siluet: basic, ortam: homewear, dokuma tipi: sandy, kemer/kuşak durumu: kemersiz, sürdürülebilirlik detayı: hayır, materyal bileşeni: 70% polyester, 20% pamuk, 10% elastan, yıkama talimatı: type 1, paket içeriği: tekli, menşei: tr, kutu durumu: kutu yok, color detail: siyah"
ITEM_73667b3f35ff,mavi inci taşlı büzgülü sandalet,ayakkabı/sandalet ve terlik/sandalet,mizan,kadın,yetişkin,"saya materyali: suni deri, topuk tipi: düz topuklu, sezon: yaz, taban materyali: termoplastik, topuk boyu: kısa topuklu (1- 4 cm), iç taban materyali: suni deri, materyal: suni deri, renk: mavi, astar materyali: suni deri, bağlama şekli: bantlı, persona: cool & comfort, ek özellik: ek özellik mevcut değil, sürdürülebilirlik detayı: hayır, materyal bileşeni: 100% suni deri, ortam: casual/günlük, yıkama talimatı: type 4, desen: düz, kumaş tipi: suni deri, koleksiyon: basic, ürün detayı: suni deri, menşei: tr, kutu durumu: kutu yok, dış materyal: suni deri, color detail: mavi"
ITEM_2499d8aa62f7,dıschharge erkek krampon 101879773,ayakkabı/spor ayakkabı/krampon,lotto,erkek,yetişkin,"ortam: sportswear, renk: siyah, spor branşı: futbol, taban materyali: pvc, topuk boyu: kısa topuklu (1- 4 cm), bağlama şekli: bağcıklı, materyal bileşeni: 100% pu, yıkama talimatı: t101, topuk tipi: düz topuklu, desen: düz, kumaş tipi: dokuma, sürdürülebilirlik detayı: hayır, menşei: tr, color detail: siyah-101879773"
ITEM_315433024023,bebek tulum takim romper hat set my 1 st wardrobe,giyim/salopet & tulum/tulum,andywawa,erkek,bebek,"kapama şekli: çıt çıt, kol tipi: standart kol, kalıp: regular, kap: kapsız, kumaş tipi: örme, renk: ekru, materyal: %100 pamuk, yaka tipi: bisiklet yaka, ürün detayı: çıtçıtlı, cep: cepsiz, desen: desenli, kol boyu: uzun, koleksiyon: casual / günlük, dokuma tipi: interlok, kemer/kuşak durumu: kemersiz, ortam: casual, persona: baby, sürdürülebilirlik detayı: hayır, boy: regular, materyal bileşeni: 100% cotton, yıkama talimatı: type 1, paça tipi: çıt çıt kapama paça, ek özellik: alttan çıtçıtlı, siluet: basic, sezon: kış, menşei: tr, kutu durumu: kutu yok, color detail: ecru"
ITEM_d6f1c1fd706c,t4932459100 mini tip cep su terazisi,banyo yapı & hırdavat/hırdavat/manuel el aletleri/su terazisi,milwaukee,unknown,unknown,"menşei: ch, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz."
ITEM_955f9bbfcce4,saç düzleştirici tarak hairstraightener hqt-906,elektronik/kişisel bakım aletleri/saç düzleştirici,fast,unknown,unknown,"voltaj: 220 - 240 v, frekans: 60 hz, maksimum sıcaklık: 230 derece, plaka materyali: seramik plaka, garanti tipi: ithalatçı garantili, otomatik kapanma: var, garanti süresi: belirtilmemiş, renk: pembe, tip: fırça, dijital ekran: var, iyon özelliği: yok, priz tipi: c, menşei: um, isı ayarı: 2 kademeli, kablosuz özelliği: yok, color detail: pembe"
ITEM_ea69277bb146,keten dokulu oversize erkek gömlek haki,giyim/üst giyim/gömlek,skymood,erkek,yetişkin,"desen: dokulu, kalıp: oversize, yaka tipi: gömlek yaka, kumaş tipi: dokuma, kol tipi: uzun kol, renk: haki, materyal: keten, kapama şekli: düğmeli, ürün detayı: düğmeli, cep: cepsiz, kol boyu: uzun, koleksiyon: basic, boy: regular, ortam: günlük, siluet: basic, ek özellik: termal, dokuma tipi: tül, baskı/nakış tekniği: baskısız, persona: cool & comfort, sürdürülebilirlik detayı: hayır, kemer/kuşak durumu: kemersiz, yıkama talimatı: type 1, menşei: tr, kutu durumu: kutu yok, color detail: haki"
ITEM_1fa580985a74,leopar desenli vegan deri ince topuklu ayakkabı 9cm sivri burun şık rahat kadın stiletto,ayakkabı/topuklu ayakkabı/stiletto,güllü shoes,unknown,genç,"saya materyali: suni deri, ek özellik: vegan, bağlama şekli: bağcıksız, astar materyali: suni deri, iç taban materyali: suni deri, topuk tipi: ince topuklu, topuk boyu: orta topuklu (5-9 cm), renk: kahverengi, taban materyali: eva, materyal bileşeni: vegan deri, yıkama talimatı: önerilmez, desen: leopar, kumaş tipi: belirtilmemiş, koleksiyon: party, ortam: şık/gece, sürdürülebilirlik detayı: hayır, menşei: tr, dış materyal: deri, color detail: kahverengi zara leopar"
ITEM_e40bc830d96c,leopar desenli trençkot,giyim/dış giyim/pardesü & trençkot/trençkot,pnr woman,kadın,yetişkin,"kalıp: relaxed, materyal: polyester, kumaş tipi: dokuma, renk: gri, yaka tipi: kruvaze, desen: leopar, ürün tipi: düz, cep: çift cepli, kol tipi: standart kol, kol boyu: uzun, astar durumu: astarsız, kapama şekli: full fermuar kapama, boy: normal boy, siluet: kruvaze, sürdürülebilirlik detayı: hayır, ortam: casual/günlük, kemer/kuşak durumu: kuşaklı, yıkama talimatı: type 2, menşei: tr, color detail: gri"
ITEM_f2231bc3b3c6,25 numara gümüş simli punch nakış ipi (25gr),hobi & eğlence/hobi malzemeleri/örgü ipi,e elmas,unknown,unknown,"içerik: diğer, gramaj: 25 - 49 gr, renk: gümüş, metraj: 0-49m, adet: 1, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: gümüş"
ITEM_274ffd8a964e,al 5253 sg katlanabilir kırışıklık giderici,elektronik/elektrikli ev aletleri/süpürge & ütü/ütü/buharlı dikey ütü,altus,unknown,unknown,"frekans: 50 hz / 60 hz, garanti süresi: 6 yıl, sürekli buhar: 0-100, su kapasitesi: 0-1 l, güç (watt): 1000 - 1200, priz tipi: c / f, voltaj: 220 - 240 v, menşei: cn, tamir edilebilirlik: yetkili servis ile tamiri gerekir., özellik: buharlı"
ITEM_60cbec721ca5,beyaz kadın terlik k04869012509,ayakkabı/sandalet ve terlik/terlik,bambi,kadın,çocuk,"topuk tipi: düz topuklu, topuk boyu: kısa topuklu (1- 4 cm), renk: çok renkli, yıkama talimatı: type 4, desen: renkli, menşei: tr, color detail: beyaz"
ITEM_d9bee4631121,10 lt adblue 2 adet 2025 üretim çok al az öde,elektronik/dijital kod & ürünler/hizmetler/araç bakım ve lastik,shell,unknown,unknown,menşei: tr
ITEM_cef76ed8eb4a,masa üstü organizer kitaplık ve dergilik,ev & mobilya/mobilya/çalışma odası/dergilik & gazetelik,koçmetal,unknown,unknown,"materyal: metal, boyut/ebat: 20 x 20, stil: modern, özellik: diğer"
ITEM_631758f249e5,"thinkpad e14 gen 7 21sx007ctxep3 ultra 7-255h 64gb 512gb ssd win11p 14"" wuxga + elektropasaj çanta",elektronik/bilgisayar grubu/bilgisayarlar/dizüstü bilgisayarlar/dizüstü bilgisayar,lenovo,unknown,unknown,"garanti tipi: lenovo türkiye garantili, ram (sistem belleği): 64 gb, işlemci tipi: intel core ultra 7, ssd kapasitesi: 512 gb, işletim sistemi: windows, ekran kartı: intel arc graphics, ekran boyutu: 14 inç, çözünürlük: 1920 x 1200, kullanım amacı: ofis - iş, cihaz ağırlığı: 2 - 4 kg, şarjlı kullanım süresi: 4-6 saat, ekran yenileme hızı: belirtilmemiş, ekran kartı tipi: dahili, ekran kartı hafızası: paylaşımlı, işlemci modeli: 255h, işlemci nesli: series 2, işlemci çekirdek sayısı: 16, hard disk kapasitesi: hdd yok, dokunmatik ekran: yok, panel tipi: ips, ram (sistem belleği) tipi: ddr5, temel işlemci hızı (ghz): 1.9, maksimum işlemci hızı (ghz): 4.7, optik sürücü tipi: yok, bağlantılar: usb - bluetooth - hdmi, klavye: q türkçe (aydınlatmalı), ekran kartı bellek tipi: dahili, çözünürlük standartı: wuxga, garanti süresi: 2 yıl, menşei: tw"
ITEM_3d438550cd25,3 adet mumluk küçük boy saydam cam çap: 5 cm tealight mumlık,ev & mobilya/ev/ev dekorasyon/şamdan & mumluk,ikea,unknown,unknown,"renk: turuncu, materyal: cam, parça sayısı: 3, menşei: se, color detail: şeffaf"
ITEM_919903f0ea77,"2 katlı kancalı yapışkanlı banyo duş rafı, ayarlanabilir kristal raf (yapıştır/vidala) krom-beyaz",ev & mobilya/ev/banyo/banyo aksesuarları/banyo düzenleyici,sas haus,unknown,unknown,"materyal: metal, renk: gümüş, menşei: tr, color detail: krom"
ITEM_a66b1985e7c2,"özel tasarım 3'lü tabak seti, organizör",ev & mobilya/ev/ev dekorasyon/dekoratif tabak & kase,tamsarf,unknown,unknown,"renk: beyaz, boyut/ebat: 8 x 8, parça sayısı: 3, şekil: yuvarlak, materyal: beton, tema / stil: modern, color detail: beyaz"
ITEM_076188aa99ca,sl erkek siyah eşofman takımı (gk9656),giyim/spor giyim/spor ceket,adidas,erkek,yetişkin,"boy / ölçü: orta, kol tipi: standart kol, desen: düz, kalıp: regular, yaka tipi: dik yaka, materyal: kumaş, kumaş tipi: belirtilmemiş, model: kolej, renk: siyah, kumaş teknolojisi: rüzgara dayanıklı, ortam: casual/günlük, siluet: basic, boy: belirtilmemiş, materyal bileşeni: 95% pamuk, 5% elastan, yıkama talimatı: type 2, koleksiyon: sportswear, sürdürülebilirlik detayı: hayır, dokuma tipi: kumaş, menşei: kh, cep: çift cepli, color detail: black/white"
ITEM_38d0df228b09,karate müsabaka eldiveni el285,spor & outdoor/ekipman & aksesuar/dövüş sporları/karate,do-smai,unknown,unknown,"renk: kırmızı, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: kırmızı"
ITEM_cbda3f0f35b8,piyano 4 kapaklı dolap genç odası-çocuk odası gardırop meşe beyaz,ev & mobilya/mobilya/bebek & çocuk odası mobilyası/çocuk dolap & gardırop,azzuri,unknown,unknown,"yükseklik: 172 cm, derinlik: 44 cm, genişlik: 120 cm, gövde materyali: suntalam, stil: modern, tema / stil: modern, menşei: tr, garanti süresi: 1 yıl, özellik: kapaklı"
ITEM_135659e6bff8,pasta üstü tacı mika doğum günü taç gold,hobi & eğlence/parti malzemeleri/doğum günü süsü,pastahüma,unknown,unknown,menşei: tr
ITEM_d698ba58d4fb,noelle kadın mini çapraz askılı çanta,aksesuar/çanta/omuz çantası,guess,kadın,yetişkin,"materyal: poliüretan, deri kalitesi: parça mevcut değil, renk: siyah, materyal bileşeni: 100% poliüretan, ortam: casual/günlük, yıkama talimatı: type 4, desen: düz, kumaş tipi: dokuma, sürdürülebilirlik detayı: hayır, paket içeriği: 1'li, yaş: tüm yaş grupları, color detail: siyah"
ITEM_0a9cd8cdbaea,katlanabilir omuz çantası - shopper bag kadın makyaj çantası size 13x20cm,aksesuar/çanta/omuz çantası,shopexxtra,kadın,yetişkin,"materyal: suni deri, deri kalitesi: imitasyon deri, renk: siyah, materyal bileşeni: 100% poliamid, ortam: sportswear, yıkama talimatı: type 4, desen: düz, kumaş tipi: belirtilmemiş, koleksiyon: sportswear, sürdürülebilirlik detayı: hayır, kapasite: 1 - 3 l, paket içeriği: 1'li, yaş: tüm yaş grupları, menşei: tr, sezon: tüm sezonlar, color detail: siyah"
ITEM_769760646754,kedi desenli oje kurutucu uv led tırnak kurutucu protez tırnak 15 ledli 45 watt,kozmetik & kişisel bakım/makyaj/tırnak/oje kurutucu,stlife,unknown,unknown,unknown
ITEM_4210c35f675e,mtp-v004d-2budf erkek kol saati,aksesuar/saat,casio,erkek,yetişkin,"kasa çapı: 40 mm, kasa renk: gri, kasa materyali: iyon kaplama, kordon renk: çok renkli, kordon materyali: çelik, su geçirmezlik: 1 atm, ek özellik: takvim, cam tipi: mineral, mekanizma: analog, cam şekli: bombeli, garanti süresi: 2 yıl, materyal bileşeni: çelik, renk: gri, menşei: cn, bakım talimatları (genel): nemli bir bezle silin., özellik: uzun, kadran renk: lacivert, color detail: gri"
ITEM_4eb592927514,oversize önü fermuarlı dik yaka sweatshirt füme,giyim/üst giyim/sweatshirt,vamosclo,erkek,yetişkin,"kol tipi: uzun kol, desen: düz, kalıp: oversize, yaka tipi: dik yaka, renk: gri, kumaş tipi: belirtilmemiş, materyal: pamuklu, cep: cepsiz, kol boyu: uzun, ortam: casual/günlük, boy: belirtilmemiş, dokuma tipi: 2 iplik, sürdürülebilirlik detayı: hayır, yıkama talimatı: type 1, menşei: tr, color detail: füme"
ITEM_724f0f7b35bf,bordo kadın koşu ayakkabısı id3315 ultraboost,ayakkabı/spor ayakkabı/koşu & antrenman ayakkabısı,adidas,kadın,yetişkin,"bağlama şekli: bağcıklı, dış materyal: tekstil, renk: bordo, taban materyali: kauçuk, saya materyali: tekstil, topuk boyu: kısa topuklu (1- 4 cm), iç taban materyali: tekstil, astar materyali: tekstil, materyal bileşeni: suni deri içermektedir, yıkama talimatı: not available, topuk tipi: düz topuklu, desen: düz, kumaş tipi: dokuma, koleksiyon: sportswear, sürdürülebilirlik detayı: hayır, ortam: sportswear, menşei: ch, color detail: bordo"
ITEM_184af3b21aaf,"şifon kimono, hafif ve dökümlü uzun pareo, yazlık ince uzun kimono, ince dökümlü transparan hırka,",giyim/kimono & kaftan,misue handmade,kadın,yetişkin,"kutu durumu: kutu yok, kumaş tipi: dokuma, kol tipi: uzun kol, kalıp: relaxed, renk: siyah, yaka tipi: şal yaka, desen: düz, kol boyu: uzun, ürün tipi: düz, dokuma tipi: şifon, sürdürülebilirlik detayı: hayır, kemer/kuşak durumu: kemersiz, siluet: uzun, ortam: beachwear, boy: uzun, yıkama talimatı: type 3, menşei: tr, color detail: siyah"
ITEM_8ff5b3262c44,kadin oversize ceket pantolon takim astarli,giyim/takımlar/alt - üst takım,efsun moda,kadın,yetişkin,"kumaş tipi: dokuma, materyal: pamuklu, desen: düz, kalıp: fitted, yaka tipi: ceket yaka, renk: haki, ürün detayı: doğal düğme, cep: sahte, ürün tipi: düz, kol boyu: ispanyol kol, kol tipi: standart kol, koleksiyon: business, kalınlık: orta, bel: 55, paça tipi: geniş paça, siluet: oversize, ortam: casual/günlük, boy: uzun, alt-üst takım: ceket-pantolon, ek özellik: yıkamalı, dokuma tipi: dokulu, persona: cool & comfort, kemer/kuşak durumu: kemersiz, parça sayısı: 2, astar durumu: astarlı, sürdürülebilirlik detayı: hayır, materyal bileşeni: 85%pamuk 15%poleyster, yıkama talimatı: 30 derecede, paket içeriği: 2'li, sezon: tüm sezonlar, color detail: haki"
ITEM_71bf0a854ce6,siyah viskon beli lastikli yandan yırtmaçlı dökümlü şalvar pantolon kadın günlük bohem tarz,giyim/alt giyim/pantolon,be you,kadın,yetişkin,"materyal: viskon karışımlı, kumaş tipi: örme, paça tipi: manşetli paça, bel: yüksek bel, desen: düz, renk: siyah, cep: cepsiz, ürün detayı: yırtmaçlı, koleksiyon: design, kalınlık: ince, astar durumu: astarsız, boy: regular, siluet: regular, ortam: casual/günlük, kalıp: beli lastikli, ek özellik: beli lastikli, dokuma tipi: viskon ribana, persona: cool & comfort, baskı/nakış tekniği: baskısız, kemer/kuşak durumu: kemersiz, sürdürülebilirlik detayı: hayır, materyal bileşeni: 95% viskoz, 5% elastan, yıkama talimatı: 30 derecede veya elde yıkama, sezon: tüm sezonlar, menşei: tr, kutu durumu: kutu yok, color detail: siyah"
ITEM_0033f43602e4,bmw 3 serisi e90 2005-2011 sedan ön ve arka takım koltuk minderi kılıf siyah suni deri mavi dikişli,otomobil & motosiklet/otomobil/araç içi aksesuarı/oto koltuk kılıf & minder/oto koltuk kılıfı,nuryak,unknown,unknown,"materyal: suni deri, araç marka ve model: bmw 3 serisi, menşei: tr, renk: mavi, yıkama talimatı: 40 derece altında yıkanmalı, color detail: mavi"
ITEM_4027f7bc2133,universal - prostar pss 3 led arka işaret lamba 24v,otomobil & motosiklet/otomobil yedek parça/elektrik aksam/oto lambası,mars,unknown,unknown,araç marka ve model: universal
ITEM_5f1661113dcc,dekoratif polyester ikili çiçek aksesuar krem gold,ev & mobilya/ev/ev dekorasyon/dekoratif obje ve biblo,peramari,unknown,unknown,"materyal: polyester, renk: bej, boyut/ebat: 38 x 33, parça sayısı: 2, tema / stil: rustik, menşei: tr, color detail: krem gold"
ITEM_f90ead1e887d,165mm kırmızı siyah renkli bmx dirt jump bisiklet elcik,spor & outdoor/ekipman & aksesuar/bisiklet & aksesuar/bisiklet aksesuarı,kenze,unknown,unknown,"renk: kırmızı, menşei: cn, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., özellik: uzun, color detail: kırmızı"
ITEM_c3c49933e2be,ride tag motosiklet otomobil kumaş kancalı anahtarlık 104,otomobil & motosiklet/motosiklet/motosiklet aksesuarları/motosiklet anahtarlık,bofferland,unknown,unknown,"diğer özellikler: kumaş kaliteli ve kullanişli, menşei: tr, bakım talimatları (genel): gıda ile temas için uygun değildir."
ITEM_057d52121b9c,carina lux kadın ayakkabı,ayakkabı/spor ayakkabı/sneaker,puma,kadın,yetişkin,"taban tipi: düz taban, dış materyal: tekstil, bağlama şekli: bağcıklı, renk: siyah, materyal: tekstil, saya materyali: tekstil, astar materyali: tekstil, iç taban materyali: tekstil, taban materyali: eva, topuk boyu: kısa topuklu (1- 4 cm), persona: cool & comfort, sürdürülebilirlik detayı: hayır, topuk tipi: düz topuklu, materyal bileşeni: 100% tekstil, ortam: sportswear, yıkama talimatı: type 4, desen: düz, kumaş tipi: belirtilmemiş, menşei: cn, kutu durumu: kutu yok, color detail: (no color)"
ITEM_402db1593b80,mini el çantası,aksesuar/çanta/el çantası,zeyden,kadın,unknown,"kumaş tipi: dokuma, materyal: suni deri, renk: siyah, yıkama talimatı: type 4, desen: düz, deri kalitesi: imitasyon deri, menşei: tr, color detail: siyah"
ITEM_3708ae58541e,gece gündüz katlanabilir beyaz cam balkon plise perde,ev & mobilya/mobilya/perde/stor perde,yazar home,unknown,unknown,"tip: jaluzi, beden: 40 x 100, renk: beyaz, materyal: polyester, desen: düz, işık geçirgenliği: oda karanlığı, yıkama talimatı: type 3, color detail: beyaz"
ITEM_5b79655dd12d,kaplan baskılı 2-5 yaş eşofman takımı - turuncu 3-4 yaş,giyim/alt giyim/eşofman/eşofman takımı,civil boys,erkek,çocuk,"materyal: pamuklu, paça boyu: uzun, paça tipi: lastikli paça, kol tipi: uzun kol, kalıp: regular, renk: turuncu, kol boyu: uzun, desen: baskılı, cep: cepsiz, kumaş tipi: örme, sürdürülebilirlik detayı: hayır, bel: normal bel, ortam: casual/günlük, boy: regular, yaka tipi: bisiklet yaka, yıkama talimatı: type 1, menşei: tr, color detail: oranj"
